sutta_uid,name,text
tib100,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib110,Weller 1935,"WELLER, Friedrich, 1935. Das tibetische Brahmajālasūtra. Zeitschrift für Indologie und Iranistik, 10: 1-61."
sf1,Bapat 1949,"BAPAT, P.V. 1949. Another Valuable Collection of Buddhist Sanskrit Manuscripts. Annals of the Bhandarkar Oriental Research Institute 30: 241-253."
sf2,Bernhard 1965,"BERNHARD, Franz 1965. Udānavarga ( = Sanskrittexte aus den Turfanfunden X). Göttingen: Vandenhoeck & Ruprecht."
sf3,Bernhard 1965,"BERNHARD, Franz 1965. Udānavarga ( = Sanskrittexte aus den Turfanfunden X). Göttingen: Vandenhoeck & Ruprecht."
sf4,Bernhard 1965,"BERNHARD, Franz 1965. Udānavarga ( = Sanskrittexte aus den Turfanfunden X). Göttingen: Vandenhoeck & Ruprecht."
sf5,Bongard-Levin 1989,"BONGARD-LEVIN, Gregory 1989. Three New Fragments of the Bodharājakumārasūtra from Eastern Turkestan. Journal of the American Oriental Society 109: 509-512."
sf6,Bongard-Levin 1996,"BONGARD-LEVIN, Gregory et al. 1996. The Nagaropamasūtra: An Apotropaic Text from the Saṃyuktāgama. In Sanskrit Wörterbuch der Buddhistischen Texte aus den Turfan Funden, Beiheft 6: 7-103."
sf7,Brekke 2000,"BREKKE, Torkel 2000. The Caṃgīsūtra of the Mahāsaṃghika-Lokottaravādins. In BRAARVIG, Jens (ed.) Buddhist Manuscripts vol 1 ( = Manuscripts in the Schøyen Collection I), Oslo: Hermes Publishing, 53-62."
sf8,Cone 1989,"CONE, Margaret 1989. Patna Dharmapada. Journal of the Pali Text Society 13: 101-217."
sf9,Cone 1989,"CONE, Margaret 1989. Patna Dharmapada. Journal of the Pali Text Society 13: 101-217."
sf10,Cooper 1980,"COOPER, John M. 1980. A fragment of the Nidānasūtra. Pali Buddhist Review 5.3: 53-58."
sf11,Dietz 2002,"DIETZ, Siglinde 2002. Fragments of the Andhasūtra, of the Sūtra on the Three Moral Defects of Devadatta, and of the Kavikumārāvadāna. In BRAARVIG, Jens (ed.) Buddhist Manuscripts vol II ( =  Manuscripts in the Schøyen Collection III), Oslo: Hermes Publishing, 25-36."
sf12,"Dutt 1984a, 1984b","DUTT, Nalinaksha 1984a (part 1), 1984b (part 2). Gilgit Manuscripts ( = Bibliotheca Indo-Buddhica No. 16, No. 17). Delhi: Sri Satguru, vol. 3."
sf13,"Dutt 1984a, 1984b","DUTT, Nalinaksha 1984a (part 1), 1984b (part 2). Gilgit Manuscripts ( = Bibliotheca Indo-Buddhica No. 16, No. 17). Delhi: Sri Satguru, vol. 3."
sf14,Enomoto 1985,"ENOMOTO, Fumio 1985. Zōagon-gyō kankei no Bonbun shahon danpen [Sanskrit fragments relating to the Saṃyuktāgama. Identification of some fragments of SHT5]. Bukkyō Kenkyū 15 (Dec.): 81-93."
sf15,Enomoto 1985,"ENOMOTO, Fumio 1985. Zōagon-gyō kankei no Bonbun shahon danpen [Sanskrit fragments relating to the Saṃyuktāgama. Identification of some fragments of SHT5]. Bukkyō Kenkyū 15 (Dec.): 81-93."
sf16,Enomoto 1985,"ENOMOTO, Fumio 1985. Zōagon-gyō kankei no Bonbun shahon danpen [Sanskrit fragments relating to the Saṃyuktāgama. Identification of some fragments of SHT5]. Bukkyō Kenkyū 15 (Dec.): 81-93."
sf17,Enomoto 1985,"ENOMOTO, Fumio 1985. Zōagon-gyō kankei no Bonbun shahon danpen [Sanskrit fragments relating to the Saṃyuktāgama. Identification of some fragments of SHT5]. Bukkyō Kenkyū 15 (Dec.): 81-93."
sf18,Enomoto 1989,"ENOMOTO, Fumio 1989. Sanskrit fragments from the Saṃyuktāgama discovered in Bamiyan and Eastern Turkestan. In ENOMOTO Fumio, HARTMANN, Jens-Uwe, and MATSUMURA Hisashi (eds) Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen ( = Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 2), Göttingen: 7-16."
sf19,Enomoto 1994,"ENOMOTO, Fumio 1994. A comprehensive study of the Chinese Saṃyuktāgama: Indic texts corresponding to the Chinese Saṃyuktāgama as found in the Sarvāstivāda-Mūlasarvāstivāda literature. Part 1: *Saṃgītanipāta. Kyoto: Kacho Junior College."
sf20,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf21,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf22,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf23,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf24,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf25,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf26,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf27,Enomoto 1997,"ENOMOTO, Fumio 1997. Sanskrit Fragments from the Saṃgītanipāta of the Saṃyuktāgama. In KIEFFER-PÜLZ, Petra and HARTMANN, Jens-Uwe (eds), Baud­dhavidya­sudhakarah: Studies in Honour of Heinz Bechert on the Occasion of his 65th birthday, Swisstal-Odendorf, India et Tibetica 30: 91-105."
sf28,Fukita 1982,"FUKITA, Takamichi 1982. Bonbun Daihongyō engisetsu no fukugen ni tsuite [On a restoration of the pratītyasamutpāda in the Mahāvadānasūtra]. Bukkyō Shigaku Kenkyū 24/2: 26-43."
sf29,Fukita 1985a,"FUKITA, Takamichi 1985a. The Mahāvadāna sūtra: A reconstruction of chapters IV and V. Bukkyō Daigaku Daigakuin Kenkyū Kiyō 13: 17-52."
sf30,Fukita 1985b,"FUKITA, Takamichi 1985b. Bonbun Daihongyō no fukugen ni kansuru jakkan no mondai [Some problems relating to the reconstruction of the Sanskrit Mahāvadānasūtra]. Indogaku Bukkyōgaku Kenkyū 33.2 (Mar): 547-548."
sf31,Fukita 1987a,"FUKITA, Takamichi 1987a. Bonbun Daihongyō dai-ni shō oboegaki [A note on chapter 2 of the Mahāvadānasūtra]. Bukkyō Ronsō 31 (Sep): 121-124."
sf32,Fukita 1987b,"FUKITA, Takamichi 1987b. Bonbun Daihongyō shahon Cat. No. 498 ( = MAV 82, 83) ni kansuru chūkan hōkoku [Provisional report on the MAV Ms. Cat. No. 498]. Bukkyō Bunka Kenkyūsho Shohō 4: 20-19. "
sf33,Fukita 1987c,"FUKITA, Takamichi 1987c. Vipaśyin-Butsu ichie sanga no ninzū o megutte: Bonbun Daihongyō dai-jusshō kessonbubun no fukugen [On the number of bhikṣus in Buddha Vipaśyin’s first Sangha: A reconstruction of the lost part of chapter 10 of the Mahāvadānasūtra]. Jōdo-shū Kyōgakuin Kenkyūsho-hō 9: 22-26."
sf34,Fukita 1988a,"FUKITA, Takamichi 1988a. Daihongyō to Hasōji ni miru kyōtsū no dentō to chihōteki hensen, tokuni Bosatsu-tanjō-densetsu o chūshin to shite [Common tradition and local development of the Mahāvadānasūtra and the Saṃghabhedavastu, particularly focusing on the Bodhisattva’s birth legend]. Hōnen Gakkai Ronsō 6: 5-22."
sf35,Fukita 1988b,"FUKITA, Takamichi 1988b. Higashi Torukisutan Ubu no dokuju kyōten – Nagaropanavyākaraṇa ( = Nagarasūtra) – ­to mayoke [A recitation of the Sarvāstivādins in Eastern Turkestan –­ the Nagaropamavyākaraṇa ( = Nagarasūtra) –and a charm]. Sankō Bunka Kenkyūsho Nenpō 20: 27-49."
sf36,Fukita 2003,"FUKITA, Takamichi 2003. The Mahāvadānasūtra: A new edition based on manuscripts discovered in northern Turkestan ( = Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 10). Göttingen: Vandenhoeck & Ruprecht. "
sf39,Hahlweg 1954,"HAHLWEG, Klaus 1954. Das Mahāgovinda-Sūtra, eine vergleichende Analyse der indischen und chine­sischen Versio­nen, dissertation, University of München."
sf40,Hahn 1977,"HAHN, Michael 1977. Das Saptamaithunasaṃyuktasūtra: Ein Sūtra des Ekottarikāgama. In HÄRTEL, Herbert (ed.), Beiträge zur Indienforschung, Ernst Waldschmidt zum 80. Geburtstag gewidmet, Berlin: Museum für indische Kunst, 205-224."
sf41,Hartmann 1989,"HARTMANN, Jens-Uwe 1989. Fragmente aus dem Dīrghāgama der Sarvāstivādins. In ENOMOTO Fumio, HARTMANN, Jens-Uwe, and MATSUMURA Hisashi (eds), Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen ( = Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 2), Göttingen: Vandenhoeck & Ruprecht, 37-67."
sf42,Hartmann 1989,"HARTMANN, Jens-Uwe 1989. Fragmente aus dem Dīrghāgama der Sarvāstivādins. In ENOMOTO Fumio, HARTMANN, Jens-Uwe, and MATSUMURA Hisashi (eds), Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen ( = Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 2), Göttingen: Vandenhoeck & Ruprecht, 37-67."
sf43,Hartmann 1989,"HARTMANN, Jens-Uwe 1989. Fragmente aus dem Dīrghāgama der Sarvāstivādins. In ENOMOTO Fumio, HARTMANN, Jens-Uwe, and MATSUMURA Hisashi (eds), Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen ( = Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 2), Göttingen: Vandenhoeck & Ruprecht, 37-67."
sf44,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf45,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf46,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf47,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf48,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf49,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf50,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf51,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf52,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf53,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf54,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf55,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf56,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf57,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf58,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf59,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf60,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf61,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf62,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf63,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf64,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf65,Hartmann 1991,"HARTMANN, Jens-Uwe 1991. Untersuchungen zum Dīrghāgama der Sarvāstivādins. Habilitationsschrift. Göttingen: Georg-August-Universität."
sf66,Hartmann 1998,"HARTMANN, Jens-Uwe 1998. Sanskrit Fragments from the Āgamas (I): The Aṅgulimālāsūtra. Indologica Taurinensia 23/24: 351-362."
sf67,Hartmann 2002,"HARTMANN, Jens-Uwe 2002. More Fragments of the Caṅgīsūtra. In BRAARVIG, Jens (ed). Buddhist Manuscripts vol II ( = Manuscripts in the Schøyen Collection III), Oslo: Hermes Publishing, 1-16. "
sf68,Hartmann 2004,"HARTMANN, Jens-Uwe 2004. Contents and structure of the Dīrghāgama of the (Mūla)-Sarvāstivādins. Annual report of the International Research Institute for Advanced Buddhology at Soka University 7: 119-137."
sf69,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf70,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf71,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf72,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf73,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf74,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf75,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf76,Hoernle 1916,"HOERNLE, A. F. Rudolf 1916. Manuscript remains of Buddhist literature found in Eastern Turkestan: Facsimiles of manuscripts in Sanskrit, Khotanese, Kuchean, Tibetan and Chinese, with transcripts, translations and notes, edited in conjunction with other scholars, with critical introductions and vocabularies, vol 1. Oxford. Reprinted 1970, St. Leonards: Ad Orientem."
sf77,Hoffmann 1939,"HOFFMANN, Helmut 1939. Bruchstücke des Ātāṭātikasūtra aus dem zentralasiatischen Sanskritkanon der Buddhisten ( = Kleinere Sanskrit-Texte V). Leipzig: F. A. Brockhaus. Reprinted 1987 in SANDER, Lore (ed.),  Nachträge zu “Kleinere Sanskrit-Texte, Heft V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3), Wiesbaden: Franz Steiner."
sf78,Hosoda 1989a,"HOSODA, Noriaki 1989a. Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (1). In Indian Philosophy and Buddhism: Essays in honour of Professor Kotatsu Fujita on his sixtieth birthday: 185-206. Kyoto."
sf79,Hosoda 1989a,"HOSODA, Noriaki 1989a. Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (1). In Indian Philosophy and Buddhism: Essays in honour of Professor Kotatsu Fujita on his sixtieth birthday: 185-206. Kyoto."
sf80,Hosoda 1989a,"HOSODA, Noriaki 1989a. Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (1). In Indian Philosophy and Buddhism: Essays in honour of Professor Kotatsu Fujita on his sixtieth birthday: 185-206. Kyoto."
sf81,Hosoda 1989b,"HOSODA, Noriaki 1989b. Bonbun Zōagongyō Busshosetsuhon Gedōsōō (2) [Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (2)]. Hokkaidō Journal of Indological and Buddhist Studies 4: 140-153."
sf82,Hosoda 1991,"HOSODA, Noriaki 1991. Bonbun Zōagongyō Busshosetsuhon Gedōsōō (3) [Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (3)]. Hokkaidō Journal of Indological and Buddhist Studies 6: 172-191."
sf83,Hosoda 1991,"HOSODA, Noriaki 1991. Bonbun Zōagongyō Busshosetsuhon Gedōsōō (3) [Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (3)]. Hokkaidō Journal of Indological and Buddhist Studies 6: 172-191."
sf84,Hosoda 1991,"HOSODA, Noriaki 1991. Bonbun Zōagongyō Busshosetsuhon Gedōsōō (3) [Sanskrit fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (3)]. Hokkaidō Journal of Indological and Buddhist Studies 6: 172-191."
sf85,Kudo 2004,"KUDO, Noriyuki 2004. The Karmavibhaṅga. Transliterations and Annotations of the Original Sanskrit Manu­scripts from Nepal. Tokyo: Soka University."
sf86,Kudo 2004,"KUDO, Noriyuki 2004. The Karmavibhaṅga. Transliterations and Annotations of the Original Sanskrit Manu­scripts from Nepal. Tokyo: Soka University."
sf87,Kudo 2006a,"KUDO, Noriyuki et al. 2006a. The First Three Folios of Manuscript B of the Karmavibhanga. Annual Report of the International Research Institute for Advanced Buddhology at Soka University, vol. 9 pp. 33-42."
sf88,Kudo 2006b,"KUDO, Noriyuki 2006b. One More Manuscript of the Karmavibhanga in the National Archives of Ne­pal, Kathmandu: Transliteration of Manuscript E (1). Annual Report of the International Re­search Institute for Ad­vanced Buddhology at Soka University, vol. 9 pp. 43-60."
sf89,La Vallee Poussin 1907,"LA VALLÉE POUSSIN, Louis de 1907. Mss. Cecil Bendall. Journal of the Royal Asiatic Society of Great Britain and Ireland: 375-379."
sf90,La Vallee Poussin 1907,"LA VALLÉE POUSSIN, Louis de 1907. Mss. Cecil Bendall. Journal of the Royal Asiatic Society of Great Britain and Ireland: 375-379."
sf91,La Vallee Poussin 1911,"LA VALLÉE POUSSIN, Louis de 1911. Documents Sanscrits de la Second Collection M. Stein. Journal of the Royal Asiatic Society: 759-777 and 1063-1079."
sf92,Levi 1904,"LÉVI, Sylvain 1904. Le Saṃyuktāgama sanscrit et les feuillets Grünwedel. T’oung Pao II 5: 297-307."
sf93,Levi 1904,"LÉVI, Sylvain 1904. Le Saṃyuktāgama sanscrit et les feuillets Grünwedel. T’oung Pao II 5: 297-307."
sf94,Levi 1910,"LÉVI, Sylvain 1910. Documents de l’Asie Central (Mission Pelliot). Textes sanscrits de Touen-Houang: Nidâna-Sûtra, Daçabala-Sûtra, Dharmapada, Hymne de Mâtṛceṭa. Journal Asiatique, sér. 10, 16: 433-456."
sf95,Levi 1910,"LÉVI, Sylvain 1910. Documents de l’Asie Central (Mission Pelliot). Textes sanscrits de Touen-Houang: Nidâna-Sûtra, Daçabala-Sûtra, Dharmapada, Hymne de Mâtṛceṭa. Journal Asiatique, sér. 10, 16: 433-456."
sf96,Levi 1910,"LÉVI, Sylvain 1910. Documents de l’Asie Central (Mission Pelliot). Textes sanscrits de Touen-Houang: Nidâna-Sûtra, Daçabala-Sûtra, Dharmapada, Hymne de Mâtṛceṭa. Journal Asiatique, sér. 10, 16: 433-456."
sf97,Levi 1925,"LÉVI, Sylvain 1925. Notes Indiennes. Journal Asiatique 206: 17-35."
sf98,Levi 1932,"LÉVI, Sylvain 1932. Mahākarmavibhaṅga (La Grande Classification des Actes) et Karmavibhaṅgopadeśa (Discussion sur le Mahā Karmavibhaṅga), Textes sanscrits rapportés du Népal, édités et traduits avec les textes parallèles en Sanscrit, en Pali, en Tibétain, en Chinois et en Koutchéen. Paris: Librairie Ernest Leroux."
sf99,Levi 1932,"LÉVI, Sylvain 1932. Mahākarmavibhaṅga (La Grande Classification des Actes) et Karmavibhaṅgopadeśa (Discussion sur le Mahā Karmavibhaṅga), Textes sanscrits rapportés du Népal, édités et traduits avec les textes parallèles en Sanscrit, en Pali, en Tibétain, en Chinois et en Koutchéen. Paris: Librairie Ernest Leroux."
sf100,Matsuda 1996,"MATSUDA, Kazunobu 1996. Bonbun Chū-agon no Katomandō dankan (New Sanskrit fragments of the Madhyamāgama from the Cecil Bendall mss. in the National Archives, Kathmandu). Indogaku Bukkyōgaku Kenkyū 44/2 (Mar), 868-862 (113-119)."
sf101,Matsumura 1985,"MATSUMURA, Hisashi 1985. Raitawarakyō no tenkai no ichi danmen [One aspect of the development of the Rāṣṭrapālasūtra]. Bukkyō Kenkyū 15: 39-62."
sf102,Matsumura 1988,"MATSUMURA, Hisashi 1988. The Mahāsudarśanāvadāna and the Mahāsudarśanasūtra ( = Bibliotheca Indo-Buddhica no. 47). Delhi: Sri Satguru Publications."
sf103,Maue 1985,"MAUE, Dieter 1985. Sanskrit-uigurische Fragmente des Āṭānāṭikasūtra und des Āṭānāṭiyahṛdaya. Ural-Altaische Jahrbücher 5: 98-122."
sf106,Minayeff and Oldenburg 1,"MINAYEFF, I. P. and OLDENBURG, S. 1983. Buddhist Texts from Kashgar and Nepal. New Delhi."
sf107,Mittal 1957,"MITTAL, Kusum 1957. Dogmatische Begriffsreihen im älteren Buddhismus I: Fragmente des Daśottarasūtra aus zentralasiatischen Sanskrit-Handschriften [I-VIII] ( = Sanskrittexte aus den Turfanfunden IV). Berlin: Akademie-Verlag."
sf108,Miyasaka 1970,"MIYASAKA, Yusho 1970. Mahāsamayasūtra, Acta Indologica I: 109-135."
sf109,Nakatani 1986,"NAKATANI, Hideaki 1986. Un fragment xylographique de l’Upāli-sūtra conservé au Musée Guimet. Bulletin d’Études Indiennes 4: 305-319."
sf110,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf111,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf112,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf113,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf114,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf115,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf116,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf117,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf118,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf119,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
